Timestep, State, Action, Reward
0, [0.01023283, 1.4187934, 0.34581247, 0.13938493, -0.018103864, -0.1642644, 0.0, 0.0], [76.75624 75.46245], -2.053065729838339
1, [0.013736534, 1.4222537, 0.3605957, 0.15363379, -0.028219702, -0.20233588, 0.0, 0.0], [76.75509 75.50647], -3.601911241692578
2, [0.01738577, 1.4257367, 0.377042, 0.15452582, -0.04021052, -0.23983833, 0.0, 0.0], [76.6516   75.527054], -3.433225996836471
3, [0.021329593, 1.429649, 0.40813532, 0.17345507, -0.053827476, -0.27236435, 0.0, 0.0], [76.63859 75.58865], -5.686853454788023
4, [0.02520733, 1.4335821, 0.40384015, 0.17414509, -0.0697363, -0.31820557, 0.0, 0.0], [76.71838 75.63165], -1.9527376500517324
5, [0.029347133, 1.4375372, 0.43172526, 0.17485283, -0.08734221, -0.35215086, 0.0, 0.0], [76.66459 75.53237], -5.094090831997635
6, [0.033587646, 1.4420717, 0.44385797, 0.20026842, -0.10701584, -0.39350876, 0.0, 0.0], [76.76276 75.58591], -4.875683243333258
7, [0.037936974, 1.4475704, 0.45683664, 0.24266763, -0.12881836, -0.43609095, 0.0, 0.0], [76.87546  75.559296], -6.1048673555720985
8, [0.042349912, 1.4536122, 0.46532407, 0.26626772, -0.15281326, -0.47994214, 0.0, 0.0], [76.72386 75.31694], -5.228830683339554
9, [0.04684172, 1.4605523, 0.4753841, 0.30554155, -0.1790689, -0.52516097, 0.0, 0.0], [76.564026 75.232124], -6.561639372040576
10, [0.051395226, 1.4681531, 0.48370725, 0.33413038, -0.20761701, -0.5710151, 0.0, 0.0], [76.54052 75.19241], -6.238142907530049
11, [0.05602684, 1.4763736, 0.49360722, 0.3607721, -0.23846501, -0.6170173, 0.0, 0.0], [76.56055 75.03799], -6.60364608965155
12, [0.061045073, 1.484849, 0.53371054, 0.37118134, -0.27103558, -0.65147114, 0.0, 0.0], [76.64813 75.18687], -8.323628217385748
13, [0.06636877, 1.4932443, 0.56573504, 0.36656946, -0.3054167, -0.68768585, 0.0, 0.0], [76.6617  75.14302], -7.031573681774761
14, [0.07204628, 1.5017097, 0.6024878, 0.36852273, -0.34161457, -0.7240243, 0.0, 0.0], [76.64871 75.29334], -8.036083822365258
15, [0.07799969, 1.5111052, 0.6317977, 0.40845153, -0.38010877, -0.7699551, 0.0, 0.0], [76.741295 75.37715 ], -9.754632052831555
16, [0.08408098, 1.5207207, 0.6461897, 0.41666615, -0.42093134, -0.81652564, 0.0, 0.0], [76.71483 75.36346], -7.059559903466168
