Timestep, State, Action, Reward
0, [-0.017740726, 1.4390389, -0.59582627, 0.45321018, 0.013713185, 0.047394156, 0.0, 0.0], [73.652306 76.366165], -3.8332584219179338
1, [-0.02363739, 1.4501126, -0.59000707, 0.49216598, 0.014052021, 0.0067773447, 0.0, 0.0], [73.71722  76.185585], -3.4524634814217605
2, [-0.02938118, 1.4611524, -0.5728673, 0.49067226, 0.012562401, -0.029794838, 0.0, 0.0], [73.793594 76.08711 ], 0.11015071170443322
3, [-0.035200596, 1.4723097, -0.57816494, 0.49590367, 0.008816111, -0.0749327, 0.0, 0.0], [73.82603 76.14819], -1.8263147049123791
4, [-0.041039944, 1.4835382, -0.5779651, 0.49906626, 0.002915212, -0.11802878, 0.0, 0.0], [73.81225 76.08648], -1.0685763395843129
5, [-0.04695301, 1.494831, -0.5830468, 0.50189984, -0.0052452916, -0.16322538, 0.0, 0.0], [73.95209  76.214134], -2.2791714342810265
6, [-0.052980423, 1.506324, -0.59211355, 0.51073235, -0.015747292, -0.21005973, 0.0, 0.0], [73.866005 76.330536], -3.8123362156708125
7, [-0.058751773, 1.5185356, -0.5648216, 0.5425654, -0.02792852, -0.24364693, 0.0, 0.0], [73.834076 76.01587 ], -2.9146393062319347
8, [-0.06439209, 1.5312579, -0.54977, 0.56510407, -0.04203309, -0.28211752, 0.0, 0.0], [73.85938 75.98335], -3.5554533148534104
9, [-0.06983948, 1.5440457, -0.5286633, 0.56782514, -0.057946533, -0.31829804, 0.0, 0.0], [73.97751  76.032295], -1.9645905104860493
10, [-0.075033285, 1.5571599, -0.5015801, 0.58206695, -0.07559201, -0.35294205, 0.0, 0.0], [73.954926 76.029076], -2.6823893687129483
11, [-0.07997608, 1.5707021, -0.47470832, 0.6007646, -0.095005535, -0.38830614, 0.0, 0.0], [73.99891 75.98062], -3.3798926311270505
12, [-0.084683135, 1.5850117, -0.44930315, 0.6344871, -0.11627841, -0.42549673, 0.0, 0.0], [74.09978 75.88641], -5.089025958130735
13, [-0.08914356, 1.5992544, -0.42291927, 0.63104254, -0.1393213, -0.4608999, 0.0, 0.0], [74.01297 76.09434], -2.300021152190611
